ddate,ddate,MONTH,DAY,YEAR,Week,TotalBugs,Nem_Count,Othdip_Count,Homo_Count,Coleo_Count,Hymeno_Count,Thysano_Count,Arach_Count,Ephemo_Count,Hemi_Count,Lepido_Count,Trico_Count,Odona_Count,Nem_Mass,Othdip_Mass,Homo_Mass,Coleo_Mass,Hymeno_Mass,Thysano_Mass,Arach_Mass,Ephemo_Mass,Hemi_Mass,Lepido_Mass,Trico_Mass,Odona_Mass,All,Aquatic,Terrestrial,Flying,Irruptive,qualityissue,missinguncounted,flag
09-Apr-95,34798,4,9,1995,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Apr-95,34799,4,10,1995,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.231589866,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Apr-95,34800,4,11,1995,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Apr-95,34801,4,12,1995,15,8,8,0,0,0,0,0,0,0,0,0,0,0,3.54447647,0,0,0,0,0,0,0,0,0,0,0,3.54447647,3.54447647,0,3.54447647,3.54447647,0,0,0
13-Apr-95,34802,4,13,1995,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0.890714142,0,0,0,0,0,0,0,0,0,0,0,0.890714142,0.890714142,0,0.890714142,0.890714142,0,0,0
14-Apr-95,34803,4,14,1995,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Apr-95,34804,4,15,1995,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Apr-95,34805,4,16,1995,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Apr-95,34806,4,17,1995,16,19,16,0,0,2,0,0,1,0,0,0,0,0,6.504333562,0,0,1.82693176,0,0,2.231589866,0,0,0,0,0,8.331265322,6.504333562,1.82693176,6.504333562,6.504333562,0,0,0
18-Apr-95,34807,4,18,1995,16,56,39,2,0,3,0,5,6,0,1,0,0,0,13.33314199,0.383193185,0,10.39332183,0,2.584705661,3.901765705,0,1.651181523,0,0,0,28.34554419,13.71633517,15.0124022,13.71633517,13.33314199,0,0,0
19-Apr-95,34808,4,19,1995,16,68,10,2,0,45,1,9,1,0,0,0,0,0,6.458667772,1.109327951,0,11.29801101,1.651181523,4.65247019,0.334035168,0,0,0,0,0,25.16965845,7.567995723,18.71099067,9.219177247,6.458667772,0,0,0
20-Apr-95,34809,4,20,1995,16,39,37,1,0,0,0,1,0,0,0,0,0,0,15.66242945,0.191596593,0,0,0,0.516941132,0,0,0,0,0,0,16.37096718,15.85402604,0.708537725,15.85402604,15.66242945,0,0,0
21-Apr-95,34810,4,21,1995,16,5,5,0,0,0,0,0,0,0,0,0,0,0,2.653762328,0,0,0,0,0,0,0,0,0,0,0,2.653762328,2.653762328,0,2.653762328,2.653762328,0,0,0
22-Apr-95,34811,4,22,1995,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0.881524093,0,0,0,0,0,0,0,0,0,0,0,0.881524093,0.881524093,0,0.881524093,0.881524093,0,0,0
23-Apr-95,34812,4,23,1995,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0.296904714,0,0,0,0,0,0,0,0,0,0,0,0.296904714,0.296904714,0,0.296904714,0.296904714,0,0,0
24-Apr-95,34813,4,24,1995,17,23,18,0,0,1,0,3,1,0,0,0,0,0,7.09814299,0,0,0.251066911,0,1.550823397,0.334035168,0,0,0,0,0,8.900033298,7.09814299,1.801890308,7.09814299,7.09814299,0,0,0
25-Apr-95,34814,4,25,1995,17,218,144,12,0,30,0,17,14,0,1,0,0,0,52.89275098,4.477563411,0,10.18160322,0,13.09867967,6.574047047,0,14.35517221,0,0,0,95.00576948,57.37031439,42.1130185,57.37031439,52.89275098,0,0,0
26-Apr-95,34815,4,26,1995,17,123,105,1,0,7,2,7,1,0,0,0,0,0,35.85195001,0.191596593,0,1.757468379,3.302363047,3.618587926,0.334035168,0,0,0,0,0,44.72196596,36.0435466,8.870015945,39.34590965,35.85195001,0,0,0
27-Apr-95,34816,4,27,1995,17,151,124,7,0,9,5,4,1,0,1,0,0,0,40.32390082,2.793445681,0,6.233996015,11.47329828,2.067764529,0.334035168,0,9.164398754,0,0,0,72.05680408,43.1173465,31.73290326,54.59064478,40.32390082,0,0,0
28-Apr-95,34817,4,28,1995,17,98,94,1,0,0,3,0,0,0,0,0,0,0,30.24752064,0.191596593,0,0,4.95354457,0,0,0,0,0,0,0,35.3926618,30.43911723,5.145141163,35.3926618,30.24752064,0,0,0
29-Apr-95,34818,4,29,1995,17,19,18,0,0,1,0,0,0,0,0,0,0,0,6.713466324,0,0,0.251066911,0,0,0,0,0,0,0,0,6.964533236,6.713466324,0.251066911,6.713466324,6.713466324,0,0,0
30-Apr-95,34819,4,30,1995,18,54,50,1,0,0,0,0,3,0,0,0,0,0,16.01447446,0.191596593,0,0,0,0,1.002105503,0,0,0,0,0,16.20607106,16.20607106,0.191596593,16.20607106,16.01447446,0,0,0
01-May-95,34820,5,1,1995,18,141,125,4,0,10,2,0,0,0,0,0,0,0,46.46699932,0.766386371,0,2.510669113,3.302363047,0,0,0,0,0,0,0,53.04641785,47.23338569,6.579418531,50.53574874,46.46699932,0,0,0
02-May-95,34821,5,2,1995,18,181,151,7,0,15,2,5,1,0,0,0,0,0,50.29412895,2.067310915,0,3.76600367,3.302363047,2.584705661,2.231589866,0,0,0,0,0,62.01451225,52.36143987,11.72038329,55.66380292,50.29412895,0,0,0
03-May-95,34822,5,3,1995,18,125,110,2,0,6,3,2,2,0,0,0,0,0,46.10576426,0.383193185,0,2.831199406,4.95354457,1.033882265,0.668070336,0,0,0,0,0,55.30758369,46.48895745,9.201819426,51.44250202,46.10576426,0,0,0
04-May-95,34823,5,4,1995,18,575,450,13,0,39,41,14,17,0,1,0,0,0,145.8841283,3.943025238,0,16.41559923,70.91583312,7.237175852,13.26881665,0,1.651181523,0,0,0,246.0469433,149.8271535,100.162815,220.7429867,145.8841283,0,0,0
05-May-95,34824,5,5,1995,18,119,116,0,0,0,2,0,1,0,0,0,0,0,36.77942435,0,0,0,3.302363047,0,0.334035168,0,0,0,0,0,40.0817874,36.77942435,3.302363047,40.0817874,36.77942435,0,0,0
06-May-95,34825,5,6,1995,18,120,110,2,0,1,3,2,2,0,0,0,0,0,46.10576426,0.383193185,0,0.251066911,4.95354457,1.033882265,0.668070336,0,0,0,0,0,52.72745119,46.48895745,6.621686931,51.44250202,46.10576426,0,0,0
07-May-95,34826,5,7,1995,19,11,11,0,0,0,0,0,0,0,0,0,0,0,3.265951855,0,0,0,0,0,0,0,0,0,0,0,3.265951855,3.265951855,0,3.265951855,3.265951855,0,0,0
08-May-95,34827,5,8,1995,19,15,15,0,0,0,0,0,0,0,0,0,0,0,4.453570712,0,0,0,0,0,0,0,0,0,0,0,4.453570712,4.453570712,0,4.453570712,4.453570712,0,0,0
09-May-95,34828,5,9,1995,19,511,458,1,0,11,20,18,3,0,0,0,0,0,150.5978435,7.278803434,0,2.761736025,33.02363047,9.304940381,1.002105503,0,0,0,0,0,202.9669538,157.876647,52.36911031,190.9002774,150.5978435,0,0,0
10-May-95,34829,5,10,1995,19,48,47,0,0,0,1,0,0,0,0,0,0,0,18.04685721,0,0,0,1.651181523,0,0,0,0,0,0,0,19.69803874,18.04685721,1.651181523,19.69803874,18.04685721,0,0,0
11-May-95,34830,5,11,1995,19,87,80,1,0,6,0,0,0,0,0,0,0,0,30.38313301,0.191596593,0,1.506401468,0,0,0,0,0,0,0,0,32.08113107,30.5747296,1.697998061,30.5747296,30.38313301,0,0,0
12-May-95,34831,5,12,1995,19,224,203,1,0,4,6,10,0,0,0,0,0,0,90.28718799,0.191596593,0,1.004267645,9.90708914,5.169411323,0,0,0,0,0,0,106.5595527,90.47878458,16.2723647,100.3858737,90.28718799,0,0,0
13-May-95,34832,5,13,1995,19,1101,824,18,0,81,55,108,12,0,3,0,0,0,254.0033945,4.901008201,0,84.48037638,97.24976511,55.82964228,7.80353141,0,24.09231657,0,0,0,520.556503,258.9044027,266.5531085,356.1541678,254.0033945,0,0,0
14-May-95,34833,5,14,1995,20,84,55,0,0,3,3,22,0,0,0,1,0,0,18.08361741,0,0,2.077998672,4.95354457,11.37270491,0,0,0,0,0,0,36.48786556,18.08361741,18.40424815,23.03716198,18.08361741,0,0,0
15-May-95,34834,5,15,1995,20,47,39,1,0,2,3,2,0,0,0,0,0,0,13.33314199,0.191596593,0,0.502133823,4.95354457,1.033882265,0,0,0,0,0,0,20.01429924,13.52473858,6.68115725,18.47828315,13.33314199,0,0,0
16-May-95,34835,5,16,1995,20,269,191,5,0,15,26,29,2,0,1,0,0,0,67.23194921,1.68411773,0,7.740397483,52.58289159,14.99129284,0.668070336,0,1.651181523,0,0,0,145.8818304,68.91606694,78.64988116,121.4989585,67.23194921,0,0,0
17-May-95,34836,5,17,1995,20,95,85,3,0,3,1,2,0,0,0,1,1,0,30.89836053,0.574789778,0,2.077998672,1.651181523,1.033882265,0,0,0,0,0.074642639,0,36.31085541,31.54779295,5.337852238,33.19897447,30.89836053,0,0,0
18-May-95,34837,5,18,1995,20,134,126,0,0,0,2,2,4,0,0,0,0,0,57.7173558,0,0,0,3.302363047,1.033882265,1.336140671,0,0,0,0,0,62.05360111,57.7173558,4.336245311,61.01971885,57.7173558,0,0,0
19-May-95,34838,5,19,1995,20,94,80,2,0,7,4,1,0,0,0,0,0,0,28.42933216,1.109327951,0,1.757468379,6.604726093,0.516941132,0,0,0,0,0,0,38.41779572,29.53866011,9.988463556,36.1433862,28.42933216,0,0,0
20-May-95,34839,5,20,1995,20,1023,966,12,0,21,18,4,2,0,0,0,0,0,296.1790727,10.86170854,0,45.23083134,39.3734394,2.067764529,9.009634594,0,0,0,0,0,393.7128165,307.0407812,97.53374381,346.4142206,296.1790727,0,0,0
21-May-95,34840,5,21,1995,21,157,115,6,6,5,25,0,0,0,0,0,0,0,47.60549659,4.704719503,0.30168321,2.580132494,44.49692874,0,0,0,0,0,0,0,99.68896054,52.31021609,52.08346395,96.80714484,47.60549659,0,0,0
22-May-95,34841,5,22,1995,21,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,6.203293587,0,0,0,0,0,0,6.203293587,0,6.203293587,0,0,1,0,1
23-May-95,34842,5,23,1995,21,402,335,18,0,9,15,21,1,0,1,1,1,0,158.4313638,4.174873435,0,7.558793953,31.20250417,10.85576378,2.231589866,0,9.164398754,17.49309815,7.943282347,0,246.8240784,170.5495196,62.95633409,219.2451219,158.4313638,0,0,0
24-May-95,34843,5,24,1995,21,686,644,8,0,4,9,17,2,0,2,0,0,0,216.3604779,7.266316986,0,1.004267645,14.86063371,8.787999248,4.463179732,0,3.302363047,0,0,0,251.5820586,223.6267949,35.22158064,238.4874286,216.3604779,0,0,0
25-May-95,34844,5,25,1995,21,909,845,10,27,5,8,6,7,1,0,0,0,0,254.007523,3.368235459,1.357574444,1.255334557,13.20945219,3.101646794,2.338246174,2.482116167,0,0,0,0,278.7818827,259.8578747,22.29224344,273.0673269,256.4896392,0,0,0
26-May-95,34845,5,26,1995,21,240,173,11,0,11,26,17,2,0,0,0,0,0,61.70293041,10.64703889,0,8.450351219,49.36550093,8.787999248,7.112079896,0,0,0,0,0,138.9538207,72.3499693,77.25089029,121.7154702,61.70293041,0,0,0
27-May-95,34846,5,27,1995,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28-May-95,34847,5,28,1995,22,31,27,2,0,0,0,2,0,0,0,0,0,0,8.60104666,2.4860636,0,0,0,1.033882265,0,0,0,0,0,0,12.12099252,11.08711026,3.519945864,11.08711026,8.60104666,0,0,0
29-May-95,34848,5,29,1995,22,205,103,13,0,7,8,72,2,0,0,0,0,0,44.6272594,6.772030418,0,1.757468379,16.42684285,37.21976152,0.668070336,0,0,0,0,0,106.8033626,51.39928982,62.17610317,67.82613267,44.6272594,0,0,0
30-May-95,34849,5,30,1995,22,31,24,2,0,1,2,2,0,0,0,0,0,0,7.710332518,1.109327951,0,0.251066911,6.519753707,1.033882265,0,0,0,0,0,0,16.62436335,8.819660469,8.914030835,15.33941418,7.710332518,0,0,0
31-May-95,34850,5,31,1995,22,972,223,19,0,14,620,80,14,2,0,0,0,0,89.00990701,18.58554743,0,36.45994982,2761.123501,41.35529058,16.06182054,0.157297826,0,0,0,0,2946.691494,107.7527523,2857.524289,2868.876254,89.16720484,0,0,0
01-Jun-95,34851,6,1,1995,22,315,162,22,0,19,17,84,11,0,0,0,0,0,68.17556527,15.52966337,0,25.81051071,34.50486722,43.42305511,11.26460564,0,0,0,0,0,187.4436617,83.70522865,119.2680964,118.2100959,68.17556527,0,0,0
02-Jun-95,34852,6,2,1995,22,356,195,11,0,7,78,62,3,0,0,0,0,0,60.81951615,4.9365677,0,14.04718535,339.0009877,32.0503502,1.002105503,0,0,0,0,0,450.8546071,65.75608385,390.0350909,404.7570715,60.81951615,0,0,0
03-Jun-95,34853,6,3,1995,22,394,93,31,0,8,74,184,4,0,0,0,0,0,33.44023656,27.34586794,0,4.658131166,276.6221844,95.11716833,5.131250068,0,0,0,0,0,437.1835884,60.78610449,403.7433519,337.4082889,33.44023656,0,0,0
04-Jun-95,34854,6,4,1995,23,144,75,10,0,3,26,29,1,0,0,0,0,0,23.43709232,9.729307535,0,0.753200734,46.14811027,14.99129284,0.334035168,0,0,0,0,0,95.05900369,33.16639985,71.62191137,79.31451012,23.43709232,0,0,0
05-Jun-95,34855,6,5,1995,23,2447,309,92,0,40,1719,235,50,0,0,2,2,0,119.7312269,117.2911863,0,37.68401763,8210.800288,121.4811661,26.94087735,0,0,0,0.149285279,0,8607.13717,237.1716985,8487.256658,8447.971986,119.7312269,0,0,0
06-Jun-95,34856,6,6,1995,23,251,112,31,0,16,17,57,16,1,0,1,1,0,39.68414115,30.79943617,0,8.380887838,28.0700859,29.46564454,12.93478148,0.441832252,0,0,4.158732269,0,141.0007601,75.08414184,96.71605445,103.1542277,40.1259734,0,0,0
07-Jun-95,34857,6,7,1995,23,404,234,25,0,9,29,97,10,0,0,0,0,0,106.3219327,28.77561886,0,4.909198077,94.00616934,50.14328983,20.41834396,0,0,0,0,0,284.1562088,135.0975516,177.8342761,229.1037209,106.3219327,0,0,0
08-Jun-95,34858,6,8,1995,23,7,6,1,0,0,0,0,0,0,0,0,0,0,4.686429537,0.191596593,0,0,0,0,0,0,0,0,0,0,4.878026129,4.878026129,0.191596593,4.878026129,4.686429537,0,0,0
09-Jun-95,34859,6,9,1995,23,441,256,39,0,13,15,91,24,2,1,0,0,0,88.66640355,24.42322515,0,4.588667785,24.76772285,47.04164304,20.15351768,5.539033388,4.868572184,0,0,0,199.8952679,118.6286621,105.689831,143.3963849,94.20543694,0,0,0
10-Jun-95,34860,6,10,1995,23,281,220,25,0,2,8,24,2,0,0,0,0,0,68.242134,9.797324297,0,1.82693176,13.20945219,12.40658717,0.668070336,0,0,0,0,0,105.4824294,78.0394583,37.24029542,91.24891048,68.242134,0,0,0
11-Jun-95,34861,6,11,1995,24,75,44,9,0,1,8,10,2,0,1,0,0,0,13.06380742,22.74862632,0,0.251066911,19.64423351,5.169411323,0.668070336,0,1.651181523,0,0,0,62.528327,35.81243374,49.46451958,55.45666725,13.06380742,0,0,0
12-Jun-95,34862,6,12,1995,24,68,59,3,0,1,1,4,0,0,0,0,0,0,20.44047503,0.574789778,0,0.251066911,1.651181523,2.067764529,0,0,0,0,0,0,24.98527777,21.0152648,4.544802742,22.66644633,20.44047503,0,0,0
13-Jun-95,34863,6,13,1995,24,282,157,39,0,3,47,21,14,1,0,0,0,0,50.70637577,7.472267117,0,0.753200734,80.82292226,10.85576378,4.676492349,0.078648913,0,0,0,0,150.6891786,58.2572918,99.90415389,139.0802141,50.78502468,0,0,0
14-Jun-95,34864,6,14,1995,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15-Jun-95,34865,6,15,1995,24,247,129,25,0,4,63,14,10,1,1,0,0,0,44.73152129,31.59869449,0,2.329065583,107.2418266,9.392516061,3.340351678,0.078648913,4.868572184,0,0,0,200.2408452,76.40886469,155.430675,183.6506913,44.8101702,0,0,0
16-Jun-95,34866,6,16,1995,24,378,241,27,0,2,39,33,35,0,1,0,0,0,98.46173628,45.3282097,0,0.502133823,74.04825139,17.05905736,35.21323272,0,1.651181523,0,0,0,237.0505701,143.789946,138.5888338,217.8381974,98.46173628,0,0,0
17-Jun-95,34867,6,17,1995,24,407,287,45,0,13,28,20,14,0,0,0,0,0,108.0118087,46.92078789,0,10.27728298,64.9142722,10.33882265,4.676492349,0,0,0,0,0,240.4629744,154.9325966,132.4511657,219.8468688,108.0118087,0,0,0
18-Jun-95,34868,6,18,1995,25,341,129,42,79,3,43,30,12,0,0,3,3,0,44.73152129,75.14041537,5.793545882,0.753200734,880.9811668,15.50823397,4.008422013,0,0,0,1.671457082,0,1024.579541,121.5433937,978.1765627,1002.524561,44.73152129,0,0,0
19-Jun-95,34869,6,19,1995,25,138,66,19,0,3,24,20,5,0,1,0,0,0,27.15957177,32.42695541,0,13.04291771,42.84574722,10.33882265,1.670175839,0,4.868572184,0,0,0,130.6825869,59.58652718,103.5230152,102.4322744,27.15957177,0,0,0
20-Jun-95,34870,6,20,1995,25,525,174,18,141,5,68,107,9,0,0,3,0,0,58.6768528,48.95187151,14.37508991,22.84600514,162.1620371,55.31270115,3.00631651,0,0,0,0,0,362.3245577,107.6287243,303.6477049,269.7907615,58.6768528,0,0,0
21-Jun-95,34871,6,21,1995,25,613,306,56,0,22,65,111,46,0,7,0,0,0,104.8837076,79.12248705,0,16.51127899,107.326799,57.38046568,35.09251017,0,34.08000529,0,0,0,399.3047436,184.0061947,294.421036,291.3329937,104.8837076,0,0,0
22-Jun-95,34872,6,22,1995,25,423,103,31,0,5,67,205,11,1,0,0,0,0,35.84275996,58.08764068,0,1.255334557,132.5277423,108.1282723,7.469496242,0.441832252,0,0,0,0,336.283582,94.3722329,299.9989898,226.8999752,36.28459221,0,0,0
23-Jun-95,34873,6,23,1995,25,181,139,9,0,2,20,8,3,0,0,0,0,0,47.70056843,1.724369335,0,0.502133823,33.02363047,4.135529058,1.002105503,0,0,0,0,0,87.08623111,49.42493776,39.38566268,82.44856823,47.70056843,0,0,0
24-Jun-95,34874,6,24,1995,25,527,145,23,97,2,77,162,18,0,3,0,0,0,54.1741605,47.41873391,8.51997913,1.82693176,162.5322746,85.89980364,6.01263302,0,12.4667618,0,0,0,372.8386453,101.5928944,318.6644848,264.125169,54.1741605,0,0,0
25-Jun-95,34875,6,25,1995,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26-Jun-95,34876,6,26,1995,26,798,161,25,113,10,72,398,17,0,0,2,0,0,53.84779547,49.79394629,7.503084071,9.134658802,170.3812373,205.7425706,9.473707249,0,0,0,0,0,496.4032926,103.6417418,442.5554971,274.0229791,53.84779547,0,0,0
27-Jun-95,34877,6,27,1995,26,206,35,3,27,5,31,104,1,0,0,0,0,0,10.97628437,0.574789778,3.178958063,2.580132494,51.18662722,55.91721796,0.334035168,0,0,0,0,0,124.4140099,11.55107415,113.4377255,62.73770138,10.97628437,0,0,0
28-Jun-95,34878,6,28,1995,26,144,28,11,15,4,13,72,0,0,0,1,0,0,8.313331996,5.662702466,1.209553929,4.978661459,24.68275046,37.21976152,0,0,0,0,0,0,82.06676184,13.97603446,73.75342984,38.65878493,8.313331996,0,0,0
29-Jun-95,34879,6,29,1995,26,384,62,11,45,10,54,198,3,0,1,0,0,0,21.73107459,43.84377168,4.084007693,16.51460747,105.2507556,102.3543442,2.899660202,0,1.651181523,0,0,0,295.4297427,65.57484627,273.6986681,170.8256018,21.73107459,0,0,0
30-Jun-95,34880,6,30,1995,26,374,67,36,41,6,54,162,5,0,1,2,0,0,21.64647398,84.81388874,3.962025537,4.155997343,149.2879742,85.89980364,5.465285236,0,1.651181523,0,0,0,351.4173449,106.4603627,329.7708709,255.7483369,21.64647398,0,0,0
01-Jul-95,34881,7,1,1995,26,673,142,27,50,12,74,346,19,2,0,1,1,0,51.32964551,49.08920384,7.5228317,10.02621607,230.5719476,181.016972,6.346668188,0.883664503,0,0,1.805671012,0,532.2461522,103.1081849,478.2271711,333.6801324,52.21331001,0,0,0
02-Jul-95,34882,7,2,1995,27,145,38,4,17,5,22,56,1,1,0,1,0,0,11.28237914,1.492521137,2.220806809,5.22972837,47.05660141,28.94870341,0.334035168,0.441832252,0,0,0,0,96.67257252,13.21673253,84.94836113,60.27333393,11.72421139,0,0,0
03-Jul-95,34883,7,3,1995,27,425,142,12,61,8,23,149,23,2,2,3,0,0,49.17590195,21.94519806,3.522458538,8.632524979,37.97717504,77.02422871,13.37547295,2.923948418,6.519753707,0,0,0,207.7211894,74.04504843,155.621339,112.0222235,52.09985037,0,0,0
04-Jul-95,34884,7,4,1995,27,210,65,11,27,3,34,65,3,0,1,0,0,0,20.46804518,36.46776482,3.178958063,2.077998672,56.14017179,33.6011736,1.002105503,0,1.651181523,1.487332643,0,0,155.0726263,56.93581,133.1172485,114.5633144,20.46804518,0,0,0
05-Jul-95,34885,7,5,1995,27,333,61,13,54,8,52,138,4,0,3,0,0,0,23.37276197,56.60784817,2.715148889,3.333333228,85.86143922,73.49321646,1.336140671,0,4.95354457,0,0,0,250.3372925,79.98061014,226.9645305,165.8420494,23.37276197,0,0,0
06-Jul-95,34886,7,6,1995,27,128,26,7,18,0,23,53,0,0,1,0,0,0,9.473380703,27.29286157,1.360395534,0,37.97717504,27.39788001,0,0,1.651181523,0,0,0,105.1528744,36.76624227,95.67949367,74.74341731,9.473380703,0,0,0
07-Jul-95,34887,7,7,1995,27,205,30,9,19,8,35,95,5,1,1,2,0,0,8.907141424,34.8186872,0.955330165,5.982929104,67.4435253,51.26474777,1.670175839,0.441832252,4.868572184,0,0,0,174.6827654,44.16766088,165.3337917,111.6111862,9.348973675,0,0,0
08-Jul-95,34888,7,8,1995,27,56,19,6,14,5,4,6,2,0,0,0,0,0,6.225808947,1.875714322,1.159273394,6.554526308,6.604726093,3.101646794,0.668070336,0,0,0,0,0,25.52169586,8.101523269,19.29588691,14.70624936,6.225808947,0,0,0
09-Jul-95,34889,7,9,1995,28,133,54,19,21,8,12,11,7,0,0,1,0,0,17.7867127,32.55346774,1.966583044,8.632524979,23.03156894,5.686352455,2.338246174,0,0,0,0,0,89.65720985,50.34018043,71.87049716,73.37174938,17.7867127,0,0,0
10-Jul-95,34890,7,10,1995,28,638,186,35,64,15,79,194,59,1,2,3,0,0,63.60889084,96.10014253,3.673300143,7.740397483,208.6583954,100.2865797,32.99095779,2.482116167,6.519753707,0,0,0,489.069576,162.1911495,422.9785689,370.849545,66.09100701,0,0,0
11-Jul-95,34891,7,11,1995,28,667,256,30,78,13,82,171,32,0,2,3,0,0,87.11537501,64.87388211,6.198611252,18.2031827,148.2664476,88.39693362,12.58668007,0,10.81558028,0,0,0,423.8700125,151.9892571,336.7546375,300.2557047,87.11537501,0,0,0
12-Jul-95,34892,7,12,1995,28,889,334,45,70,12,127,270,25,0,1,4,0,0,109.3046467,113.5918132,7.162404686,43.90660363,577.5340657,139.5741057,8.350879194,0,4.868572184,1.487332643,0,0,997.4295444,222.8964599,886.6375651,801.9178582,109.3046467,0,0,0
13-Jul-95,34893,7,13,1995,28,499,113,18,48,9,68,219,17,0,2,5,0,0,49.84719273,46.69412535,2.868811584,25.51423821,308.6047877,113.210108,7.576152551,0,3.302363047,0,0,0,550.0416266,96.54131808,500.1944339,405.1461058,49.84719273,0,0,0
14-Jul-95,34894,7,14,1995,28,635,170,23,55,9,95,259,21,0,1,2,0,0,78.24222377,60.21641194,9.621166084,13.22452124,344.9655019,133.8877533,10.80984792,0,1.651181523,0,0,0,641.8087597,138.4586357,563.566536,483.4241376,78.24222377,0,0,0
15-Jul-95,34895,7,15,1995,28,323,77,3,22,10,53,152,5,0,1,0,0,0,53.62934236,6.881918634,1.561517674,10.45945674,148.7152285,78.5750521,3.567730537,0,1.651181523,0,0,0,301.4736976,60.51126099,247.8443552,209.2264895,53.62934236,0,0,0
16-Jul-95,34896,7,16,1995,29,748,183,31,39,10,92,370,15,0,1,7,1,0,79.9482415,61.12313924,3.326978578,6.485062927,287.0264312,193.4235591,12.60074631,0,1.651181523,0,0.074642639,0,633.0592367,141.1460234,553.0363526,428.1724545,79.9482415,0,0,0
17-Jul-95,34897,7,17,1995,29,306,106,14,23,12,56,87,6,0,1,0,0,0,62.69375142,28.76944437,2.067144114,8.311994687,194.2629142,44.97387851,2.004211007,0,1.651181523,0.499715272,0,0,343.2300241,91.46319578,280.0365574,286.2258253,62.69375142,0,0,0
18-Jul-95,34898,7,18,1995,29,309,85,11,34,5,48,105,16,0,2,3,0,0,34.55461948,16.95565014,2.620229999,5.22972837,88.9088851,54.27881889,7.242117383,0,3.302363047,0,0,0,205.850295,51.51026961,171.2956755,140.4191547,34.55461948,0,0,0
19-Jul-95,34899,7,19,1995,29,169,35,11,16,6,36,54,11,0,0,0,0,0,12.14552313,12.61894982,0.80448856,30.49990863,62.6599255,27.91482114,3.674386845,0,0,0,0,0,146.6436168,24.76447295,134.4980937,87.42439845,12.14552313,0,0,0
20-Jul-95,34900,7,20,1995,29,171,27,9,24,3,48,55,0,1,1,3,0,0,8.016427281,7.382379695,1.20673284,6.441815928,89.98732101,30.58710248,0,0.441832252,4.868572184,0,0,0,148.9321837,15.84063923,140.4739241,105.8279602,8.458259533,0,0,0
21-Jul-95,34901,7,21,1995,29,359,161,11,14,11,52,80,27,0,0,3,0,0,59.09127424,21.16139097,1.159273394,4.086533962,218.0203144,43.51063079,15.46295909,0,0,0,0,0,347.0294178,80.2526652,287.9381435,298.2729796,59.09127424,0,0,0
7/22/95,34902,7,22,1995,29,255,89,17,22,7,58,55,6,0,1,1,0,0,41.60652776,46.16126791,2.016863579,4.407064255,507.3212404,28.43176227,12.24332996,0,1.651181523,0,0,0,631.5959077,87.76779567,589.9893799,595.0890361,41.60652776,1,0,1
7/23/95,34903,7,23,1995,30,110,25,11,9,1,27,34,3,0,0,1,0,0,9.176475989,17.6817849,0.907870719,0.251066911,52.09511836,17.5759985,1.002105503,0,0,0,0,0,97.68831538,26.85826089,88.51183939,78.95337925,9.176475989,1,0,1
24-Jul-95,34904,7,24,1995,30,312,149,9,26,4,37,78,4,0,2,3,0,0,60.608145,13.03890767,1.30729391,2.329065583,61.09371636,40.32140832,1.336140671,0,3.302363047,0,0,0,182.0008999,73.64705267,121.3927549,134.740769,60.608145,0,0,0
25-Jul-95,34905,7,25,1995,30,765,89,22,34,82,139,372,14,3,4,6,0,0,32.83723708,37.25994685,1.709538189,53.13859621,373.3627461,192.3021012,4.676492349,3.36578067,6.604726093,0,0,0,700.5806724,73.4629646,664.3776546,446.8257107,36.20301775,0,0,0
26-Jul-95,34906,7,26,1995,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27-Jul-95,34907,7,27,1995,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
